Player,GameAdj,Game,Injury Type,Position,Season,Team
"Corbet, René",34,34,Back,F,2000/01,Pittsburgh
"Dandenault, Mathieu",34,34,Ankle,D,2000/01,Detroit
"Hamrlík, Roman",34,34,Groin,D,2000/01,NY Islanders
"Lumme, Jyrki",34,34,Back,D,2000/01,Phoenix
"Musil, František",34,34,Ankle,D,2000/01,Edmonton
"Persson, Ricard",34,34,Ankle,D,2000/01,Ottawa
"Purinton, Dale",34,34,Ribs,D,2000/01,NY Rangers
"Reekie, Joe",34,34,Back,D,2000/01,Washington
"Robidas, Stéphane",34,34,Shoulder,D,2000/01,Montreal
"Simpson, Reid",34,34,Nose,F,2000/01,St. Louis
"Staios, Steve",34,34,Foot,D,2000/01,Atlanta
"Timander, Mattias",34,34,Back,D,2000/01,Columbus
"Willis, Shane",34,34,Back,F,2000/01,Carolina
"Yelle, Stéphane",34,34,Back,F,2000/01,Colorado
"Allison, Jamie",35,35,Foot,D,2000/01,Chicago
"Brind'Amour, Rod",35,35,Groin,F,2000/01,Carolina
"Demitra, Pavol",35,35,Eye,F,2000/01,St. Louis
"Desjardins, Éric",35,35,Stomach,D,2000/01,Philadelphia
"Gonchar, Sergei",35,35,Neck,D,2000/01,Washington
"Gusev, Sergey",35,35,Wrist,D,2000/01,Tampa Bay
"Hull, Brett",35,35,Ribs,F,2000/01,Dallas
"Lintner, Richard",35,35,Concussion,D,2000/01,Nashville
"McAllister, Chris",35,35,Wrist,D,2000/01,Philadelphia
"McAlpine, Chris",35,35,Shoulder,D,2000/01,Chicago
"Ozoliņš, Sandis",35,35,Knee,D,2000/01,Carolina
"Ručinský, Martin",35,35,Knee,F,2000/01,Montreal
"Salei, Ruslan",35,35,Back,D,2000/01,Anaheim
"Van Impe, Darren",35,35,Shoulder,D,2000/01,Boston
"Vanbiesbrouck, John",35,35,Back,G,2000/01,NY Islanders
"Brown, Doug",36,36,Back,F,2000/01,Detroit
"Fiset, Stéphane",36,36,Knee,G,2000/01,Los Angeles
"Kariya, Paul",36,36,Foot,F,2000/01,Anaheim
"Kuznetsov, Maxim",36,36,Knee,D,2000/01,Detroit
"Kučera, František",36,36,Stomach,D,2000/01,Columbus
"Legace, Manny",36,36,Headache,G,2000/01,Detroit
"Marchment, Bryan",36,36,Neck,D,2000/01,San Jose
"Muller, Kirk",36,36,Chest,F,2000/01,Dallas
"Pederson, Denis",36,36,Hand,F,2000/01,Vancouver
"Richter, Mike",36,36,Knee,G,2000/01,NY Rangers
"Tremblay, Yannick",36,36,Leg,D,2000/01,Atlanta
"Zubrus, Dainius",36,36,Concussion,F,2000/01,Montreal
"Bouchard, Joël",37,37,Back,D,2000/01,Phoenix
"Johnson, Craig",37,37,Ankle,F,2000/01,Los Angeles
"Primeau, Keith",37,37,Shoulder,F,2000/01,Philadelphia
"Skopintsev, Andrei",37,37,Abdominal,D,2000/01,Atlanta
"Sydor, Darryl",37,37,Flu,D,2000/01,Dallas
"Tocchet, Rick",37,37,Cheek,F,2000/01,Philadelphia
"Wright, Tyler",37,37,Ribs,F,2000/01,Columbus
"Zelepukin, Valeri",37,37,Groin,F,2000/01,Chicago
"Štefan, Patrik",37,37,Headache,F,2000/01,Atlanta
"Burt, Adam",38,38,Back,D,2000/01,Atlanta
"Grand-Pierre, Jean-Luc",38,38,Concussion,D,2000/01,Columbus
"Harvey, Todd",38,38,Concussion,F,2000/01,San Jose
"Hedican, Bret",38,38,Knee,D,2000/01,Florida
"Kuznetsov, Maxim",38,38,Ribs,D,2000/01,Detroit
"McAllister, Chris",38,38,Wrist,D,2000/01,Philadelphia
"Nieuwendyk, Joe",38,38,Flu,F,2000/01,Dallas
"Regehr, Robyn",38,38,Knee,D,2000/01,Calgary
"Selänne, Teemu",38,38,Groin,F,2000/01,Anaheim
"Vernon, Mike",38,38,Stomach,G,2000/01,Calgary
"Wilson, Landon",38,38,Knee,F,2000/01,Phoenix
"Witt, Brendan",38,38,Shoulder,D,2000/01,Washington
"Barrie, Len",39,39,Kidney,F,2000/01,Florida
"Bouillon, Francis",39,39,Ankle,D,2000/01,Montreal
"Linden, Trevor",39,39,Toe,F,2000/01,Montreal
"Modin, Fredrik",39,39,Flu,F,2000/01,Tampa Bay
"Tocchet, Rick",39,39,Hand,F,2000/01,Philadelphia
"Ward, Dixon",39,39,Hip,F,2000/01,Boston
"Werenka, Brad",39,39,Concussion,D,2000/01,Calgary
"Ylönen, Juha",39,39,Concussion,F,2000/01,Phoenix
"Green, Travis",40,40,Knee,F,2000/01,Phoenix
"Hackett, Jeff",40,40,Hand,G,2000/01,Montreal
"Kultanen, Jarno",40,40,Ankle,D,2000/01,Boston
"Savard, Marc",40,40,Concussion,F,2000/01,Calgary
"Taylor, Tim",40,40,Abdominal,F,2000/01,NY Rangers
"Thornton, Scott",40,40,Neck,F,2000/01,San Jose
"Tugnutt, Ron",40,40,Thumb,G,2000/01,Columbus
"Wiemer, Jason",40,40,Concussion,F,2000/01,Calgary
"Zubov, Sergei",40,40,Flu,D,2000/01,Dallas
"Bashkirov, Andrei",41,41,Knee,F,2000/01,Montreal
"Brown, Brad",41,41,Shoulder,D,2000/01,NY Rangers
"DeBrusk, Louie",41,41,Groin,F,2000/01,Phoenix
"Domenichelli, Hnat",41,41,Groin,F,2000/01,Atlanta
"Emerson, Nelson",41,41,Concussion,F,2000/01,Los Angeles
"Foote, Adam",41,41,Shoulder,D,2000/01,Colorado
"Hatcher, Kevin",41,41,Knee,D,2000/01,Carolina
"Khristich, Dmitri",41,41,Hamstring,F,2000/01,Washington
"Leclerc, Mike",41,41,Knee,F,2000/01,Anaheim
"Pilon, Rich",41,41,Flu,D,2000/01,NY Rangers
"Reinprecht, Steve",41,41,Flu,F,2000/01,Los Angeles
"Turgeon, Pierre",41,41,Head,F,2000/01,St. Louis
"Weekes, Kevin",41,41,Groin,G,2000/01,Tampa Bay
"Arvedson, Magnus",42,42,Knee,F,2000/01,Ottawa
"Dowd, Jim",42,42,Ribs,F,2000/01,Minnesota
"Handzuš, Michal",42,42,Abdominal,F,2000/01,St. Louis
"Hejduk, Milan",42,42,Back,F,2000/01,Colorado
"Holmström, Tomas",42,42,Back,F,2000/01,Detroit
"Karpovtsev, Alexander",42,42,Arm,D,2000/01,Chicago
"Lydman, Toni",42,42,Concussion,D,2000/01,Calgary
"Saprykin, Oleg",42,42,Concussion,F,2000/01,Calgary
"Stevens, Kevin",42,42,Flu,F,2000/01,Philadelphia
"Van Impe, Darren",42,42,Shoulder,D,2000/01,Boston
"Bartečko, Ľuboš",43,43,Ankle,F,2000/01,St. Louis
"Berezin, Sergei",43,43,Hamstring,F,2000/01,Toronto
"Corkum, Bob",43,43,Flu,F,2000/01,Los Angeles
"Darby, Craig",43,43,Shoulder,F,2000/01,Montreal
"Lambert, Denny",43,43,Shoulder,F,2000/01,Atlanta
"Lecavalier, Vincent",43,43,Foot,F,2000/01,Tampa Bay
"McKay, Randy",43,43,Foot,F,2000/01,New Jersey
"Norton, Jeff",43,43,Knee,D,2000/01,Pittsburgh
"Richter, Mike",43,43,Knee,G,2000/01,NY Rangers
"Bates, Shawn",44,44,Groin,F,2000/01,Boston
"Belanger, Ken",44,44,Hip,F,2000/01,Boston
"Berg, Aki",44,44,Ankle,D,2000/01,Los Angeles
"Halpern, Jeff",44,44,Groin,F,2000/01,Washington
"Heward, Jamie",44,44,Wrist,D,2000/01,Columbus
"Kovalenko, Andrei",44,44,Back,F,2000/01,Boston
"Kvasha, Oleg",44,44,Knee,F,2000/01,NY Islanders
"Murphy, Gord",44,44,Shoulder,D,2000/01,Atlanta
"Musil, František",44,44,Neck,D,2000/01,Edmonton
"Nummelin, Petteri",44,44,Flu,D,2000/01,Columbus
"Ronning, Cliff",44,44,Groin,F,2000/01,Nashville
"Smith, Brandon",44,44,Shoulder,D,2000/01,Boston
"Ward, Aaron",44,44,Flu,D,2000/01,Detroit
"York, Jason",44,44,Flu,D,2000/01,Ottawa
"Boucher, Brian",45,45,Flu,G,2000/01,Philadelphia
"Brunette, Andrew",45,45,Concussion,F,2000/01,Atlanta
"Damphousse, Vincent",45,45,Shoulder,F,2000/01,San Jose
"Diduck, Gerald",45,45,Ankle,D,2000/01,Dallas
"Fedoruk, Todd",45,45,Elbow,F,2000/01,Philadelphia
"Hlaváč, Jan",45,45,Shoulder,F,2000/01,NY Rangers
"Johnson, Matt",45,45,Concussion,F,2000/01,Minnesota
"Karlsson, Andreas",45,45,Hip,F,2000/01,Atlanta
"McDonald, Andy",45,45,Concussion,F,2000/01,Anaheim
"Svartvadet, Per",45,45,Ankle,F,2000/01,Atlanta
"Sýkora, Michal",45,45,Hamstring,D,2000/01,Philadelphia
"Zedník, Richard",45,45,Foot,F,2000/01,Washington
"Šmehlík, Richard",45,45,Groin,D,2000/01,Buffalo
"Špaček, Jaroslav",45,45,Shoulder,D,2000/01,Chicago
"Aubin, Serge",46,46,Flu,F,2000/01,Columbus
"Domenichelli, Hnat",46,46,Groin,F,2000/01,Atlanta
"Keane, Mike",46,46,Ankle,F,2000/01,Dallas
"Madden, John",46,46,Ankle,F,2000/01,New Jersey
"Marchant, Todd",46,46,Shoulder,F,2000/01,Edmonton
"Martins, Steve",46,46,Neck,F,2000/01,NY Islanders
"Mezei, Branislav",46,46,Shoulder,D,2000/01,NY Islanders
"Niedermayer, Scott",46,46,Knee,D,2000/01,New Jersey
"Odjick, Gino",46,46,Wrist,F,2000/01,Montreal
"Purinton, Dale",46,46,Arm,D,2000/01,NY Rangers
"Quintal, Stéphane",46,46,Groin,D,2000/01,Chicago
"Ward, Jason",46,46,Knee,F,2000/01,Montreal
"Dineen, Kevin",47,47,Knee,F,2000/01,Columbus
"Gonchar, Sergei",47,47,Shoulder,D,2000/01,Washington
"Herperger, Chris",47,47,Concussion,F,2000/01,Chicago
"Johnson, Brent",47,47,Knee,G,2000/01,St. Louis
"Popovic, Peter",47,47,Concussion,D,2000/01,Boston
"Pronger, Chris",47,47,Knee,D,2000/01,St. Louis
"Sacco, Joe",47,47,Shoulder,F,2000/01,Washington
"Whitney, Ray",47,47,Back,F,2000/01,Florida
"Beránek, Josef",48,48,Groin,F,2000/01,Pittsburgh
"Cullimore, Jassen",48,48,Knee,D,2000/01,Tampa Bay
"Deadmarsh, Adam",48,48,Knee,F,2000/01,Colorado
"Granato, Tony",48,48,Head,F,2000/01,San Jose
"Holmström, Tomas",48,48,Back,F,2000/01,Detroit
"Hävelid, Niclas",48,48,Knee,D,2000/01,Anaheim
"Kamensky, Valeri",48,48,Kidney,F,2000/01,NY Rangers
"Kovalenko, Andrei",48,48,Back,F,2000/01,Boston
"Kuba, Filip",48,48,Knee,D,2000/01,Minnesota
"Mironov, Boris",48,48,Wrist,D,2000/01,Chicago
"Mironov, Dmitri",48,48,Back,D,2000/01,Washington
"Quintal, Stéphane",48,48,Groin,D,2000/01,Chicago
"Staios, Steve",48,48,Hamstring,D,2000/01,Atlanta
"Thornton, Scott",48,48,Neck,F,2000/01,San Jose
"Webb, Steve",48,48,Knee,F,2000/01,NY Islanders
"Zhamnov, Alexei",48,48,Larynx,F,2000/01,Chicago
"von Arx, Reto",48,48,Groin,F,2000/01,Chicago
"Cassels, Andrew",49,49,Toe,F,2000/01,Vancouver
"Gusev, Sergey",49,49,Shoulder,D,2000/01,Tampa Bay
"Hay, Dwayne",49,49,Concussion,F,2000/01,Calgary
"Hecht, Jochen",49,49,Oblique,F,2000/01,St. Louis
"Jönsson, Kenny",49,49,Knee,D,2000/01,NY Islanders
"Kaberle, František",49,49,Flu,D,2000/01,Atlanta
"Keane, Mike",49,49,Ankle,F,2000/01,Dallas
"Kjellberg, Patric",49,49,Back,F,2000/01,Nashville
"Posmyk, Marek",49,49,Knee,D,2000/01,Tampa Bay
"Savage, Brian",49,49,Thumb,F,2000/01,Montreal
"Sullivan, Mike",49,49,Concussion,F,2000/01,Phoenix
"Tkaczuk, Daniel",49,49,Concussion,F,2000/01,Calgary
"Walker, Scott",49,49,Shoulder,F,2000/01,Nashville
"Wallin, Niclas",49,49,Shoulder,D,2000/01,Carolina
"York, Mike",49,49,Ribs,F,2000/01,NY Rangers
"Zamuner, Rob",49,49,Groin,F,2000/01,Ottawa
"Brown, Curtis",50,50,Back,F,2000/01,Buffalo
"Doan, Shane",50,50,Abdominal,F,2000/01,Phoenix
"Hamel, Denis",50,50,Knee,F,2000/01,Buffalo
"Hogue, Benoît",50,50,Groin,F,2000/01,Dallas
"Low, Reed",50,50,Thumb,F,2000/01,St. Louis
"Macinnis, Al",50,50,Eye,D,2000/01,St. Louis
"Madden, John",50,50,Toe,F,2000/01,New Jersey
"Matvichuk, Richard",50,50,Jaw,D,2000/01,Dallas
"Poti, Tom",50,50,Sternum,D,2000/01,Edmonton
"Salei, Ruslan",50,50,Headache,D,2000/01,Anaheim
"Vanbiesbrouck, John",50,50,Back,G,2000/01,NY Islanders
"Čiernik, Ivan",50,50,Shoulder,F,2000/01,Ottawa
"Gauthier, Denis",51,51,Ankle,D,2000/01,Calgary
"Jonsson, Hans",51,51,Hip,D,2000/01,Pittsburgh
"McInnis, Marty",51,51,Groin,F,2000/01,Anaheim
"Pilon, Rich",51,51,Foot,D,2000/01,NY Rangers
"Sillinger, Mike",51,51,Groin,F,2000/01,Florida
"Sweeney, Don",51,51,Knee,D,2000/01,Boston
"Thornton, Scott",51,51,Neck,F,2000/01,San Jose
"Tkachuk, Keith",51,51,Concussion,F,2000/01,Phoenix
"Bertuzzi, Todd",52,52,Shoulder,F,2000/01,Vancouver
"Hamrlík, Roman",52,52,Groin,D,2000/01,NY Islanders
"Hecht, Jochen",52,52,Oblique,F,2000/01,St. Louis
"Isbister, Brad",52,52,Flu,F,2000/01,NY Islanders
"Kravchuk, Igor",52,52,Knee,D,2000/01,Calgary
"Adams, Greg",53,53,Shoulder,F,2000/01,Florida
"Brisebois, Patrice",53,53,Back,D,2000/01,Montreal
"Drulia, Stan",53,53,Back,F,2000/01,Tampa Bay
"Fedoruk, Todd",53,53,Eye,F,2000/01,Philadelphia
"Kaberle, František",53,53,Foot,D,2000/01,Atlanta
"Lachance, Scott",53,53,Knee,D,2000/01,Vancouver
"Langdon, Darren",53,53,Groin,F,2000/01,Carolina
"Marshall, Grant",53,53,Concussion,F,2000/01,Dallas
"Simpson, Reid",53,53,Groin,F,2000/01,St. Louis
"Turek, Roman",53,53,Elbow,G,2000/01,St. Louis
"Benýšek, Ladislav",54,54,Finger,D,2000/01,Minnesota
"Blake, Rob",54,54,Shoulder,D,2000/01,Los Angeles
"Corbet, René",54,54,Foot,F,2000/01,Pittsburgh
"Dahlén, Ulf",54,54,Flu,F,2000/01,Washington
"Galley, Garry",54,54,Shoulder,D,2000/01,NY Islanders
"Gélinas, Martin",54,54,Concussion,F,2000/01,Carolina
"Herperger, Chris",54,54,Hip,F,2000/01,Chicago
"Kultanen, Jarno",54,54,Flu,D,2000/01,Boston
"Markov, Danny",54,54,Back,D,2000/01,Toronto
"Mogilny, Alexander",54,54,Neck,F,2000/01,New Jersey
"Murphy, Gord",54,54,Thumb,D,2000/01,Atlanta
"Niedermayer, Scott",54,54,Knee,D,2000/01,New Jersey
"Nielsen, Jeff",54,54,Shoulder,F,2000/01,Minnesota
"Pálffy, Žigmund",54,54,Flu,F,2000/01,Los Angeles
"Rafalski, Brian",54,54,Shoulder,D,2000/01,New Jersey
"Sacco, Joe",54,54,Shoulder,F,2000/01,Washington
"Snow, Garth",54,54,Groin,G,2000/01,Pittsburgh
"Staios, Steve",54,54,Groin,D,2000/01,Atlanta
"Vishnevski, Vitaly",54,54,Hip,D,2000/01,Anaheim
"York, Jason",54,54,Ankle,D,2000/01,Ottawa
"Štefan, Patrik",54,54,Groin,F,2000/01,Atlanta
"Arnott, Jason",55,55,Shoulder,F,2000/01,New Jersey
"Krivokrasov, Sergei",55,55,Ankle,F,2000/01,Minnesota
"Mellanby, Scott",55,55,Flu,F,2000/01,St. Louis
"O'Donnell, Sean",55,55,Flu,D,2000/01,Minnesota
"Parrish, Mark",55,55,Knee,F,2000/01,NY Islanders
"Pilon, Rich",55,55,Concussion,D,2000/01,NY Rangers
"Pitlick, Lance",55,55,Back,D,2000/01,Florida
"Salvador, Bryce",55,55,Hamstring,D,2000/01,St. Louis
"Tkachuk, Keith",55,55,Ankle,F,2000/01,Phoenix
"Allison, Jamie",56,56,Knee,D,2000/01,Chicago
"Bouchard, Joël",56,56,Knee,D,2000/01,Phoenix
"Brière, Daniel",56,56,Shoulder,F,2000/01,Phoenix
"Burke, Sean",56,56,Knee,G,2000/01,Phoenix
"Cowan, Jeff",56,56,Knee,F,2000/01,Calgary
"Cullimore, Jassen",56,56,Shin,D,2000/01,Tampa Bay
"Demitra, Pavol",56,56,Leg,F,2000/01,St. Louis
"Hay, Dwayne",56,56,Concussion,F,2000/01,Calgary
"Heins, Shawn",56,56,Headache,D,2000/01,San Jose
"Kvasha, Oleg",56,56,Knee,F,2000/01,NY Islanders
"Marshall, Grant",56,56,Flu,F,2000/01,Dallas
"Sarault, Yves",56,56,Shoulder,F,2000/01,Atlanta
"Stümpel, Jozef",56,56,Hamstring,F,2000/01,Los Angeles
"York, Mike",56,56,Shoulder,F,2000/01,NY Rangers
"Bradley, Matt",57,57,Shoulder,F,2000/01,San Jose
"Dafoe, Byron",57,57,Hamstring,G,2000/01,Boston
"Dumont, J.P.",57,57,Ribs,F,2000/01,Buffalo
"Gratton, Benoît",57,57,Head,F,2000/01,Calgary
"Gusev, Sergey",57,57,Wrist,D,2000/01,Tampa Bay
"Hendrickson, Darby",57,57,Headache,F,2000/01,Minnesota
"Holík, Bobby",57,57,Knee,F,2000/01,New Jersey
"Klatt, Trent",57,57,Skin infection,F,2000/01,Vancouver
"Klee, Ken",57,57,Back,D,2000/01,Washington
"Korolev, Igor",57,57,Back,F,2000/01,Toronto
"Mogilny, Alexander",57,57,Abdominal,F,2000/01,New Jersey
"Nash, Tyson",57,57,Knee,F,2000/01,St. Louis
"Ragnarsson, Marcus",57,57,Shoulder,D,2000/01,San Jose
"Rumble, Darren",57,57,Hip,D,2000/01,St. Louis
"Tremblay, Yannick",57,57,Shoulder,D,2000/01,Atlanta
"Whitney, Ray",57,57,Back,F,2000/01,Florida
"Andreychuk, Dave",58,58,Knee,F,2000/01,Buffalo
"Arnott, Jason",58,58,Back,F,2000/01,New Jersey
"Corbet, René",58,58,Foot,F,2000/01,Pittsburgh
"Cross, Cory",58,58,Foot,D,2000/01,Toronto
"Juneau, Joé",58,58,Concussion,F,2000/01,Phoenix
"Lehtinen, Jere",58,58,Hip,F,2000/01,Dallas
"Norton, Jeff",58,58,Shoulder,D,2000/01,Pittsburgh
"Bonk, Radek",59,59,Flu,F,2000/01,Ottawa
"Brunette, Andrew",59,59,Groin,F,2000/01,Atlanta
"Emmons, John",59,59,Ankle,F,2000/01,Ottawa
"Gomez, Scott",59,59,Back,F,2000/01,New Jersey
"Hossa, Marián",59,59,Knee,F,2000/01,Ottawa
"Marchant, Todd",59,59,Knee,F,2000/01,Edmonton
"Murphy, Larry",59,59,Heel,D,2000/01,Detroit
"Suter, Gary",59,59,Knee,D,2000/01,San Jose
"Sýkora, Petr",59,59,Shoulder,F,2000/01,New Jersey
"Titov, German",59,59,Shoulder,F,2000/01,Anaheim
"Asham, Arron",60,60,Hip,F,2000/01,Montreal
"Cairns, Eric",60,60,Wrist,D,2000/01,NY Islanders
"Corson, Shayne",60,60,Neck,F,2000/01,Toronto
"Gagné, Simon",60,60,Back,F,2000/01,Philadelphia
"Low, Reed",60,60,Thumb,F,2000/01,St. Louis
"Moran, Ian",60,60,Thumb,D,2000/01,Pittsburgh
"Parker, Scott",60,60,Foot,F,2000/01,Colorado
"Richter, Mike",60,60,Knee,G,2000/01,NY Rangers
"Tsyplakov, Vladimir",60,60,Abdominal,F,2000/01,Buffalo
"Yelle, Stéphane",60,60,Knee,F,2000/01,Colorado
"Bergevin, Marc",61,61,Knee,D,2000/01,Pittsburgh
"Brown, Brad",61,61,Foot,D,2000/01,NY Rangers
"Brylin, Sergei",61,61,Knee,F,2000/01,New Jersey
"Gardiner, Bruce",61,61,Back,F,2000/01,Columbus
"Hinote, Dan",61,61,Knee,F,2000/01,Colorado
"Jonsson, Hans",61,61,Shoulder,D,2000/01,Pittsburgh
"Kharitonov, Alexander",61,61,Flu,F,2000/01,Tampa Bay
"Messier, Éric",61,61,Ankle,F,2000/01,Colorado
"Výborný, David",61,61,Hip,F,2000/01,Columbus
"Williams, Justin",61,61,Finger,F,2000/01,Philadelphia
"de Vries, Greg",61,61,Shoulder,D,2000/01,Colorado
"Šmehlík, Richard",61,61,Groin,D,2000/01,Buffalo
"Štefan, Patrik",61,61,Flu,F,2000/01,Atlanta
"Karpa, Dave",62,62,Abdominal,D,2000/01,Carolina
"Kovalenko, Andrei",62,62,Back,F,2000/01,Boston
"Kravchuk, Igor",62,62,Knee,D,2000/01,Calgary
"Laukkanen, Janne",62,62,Groin,D,2000/01,Pittsburgh
"Niedermayer, Rob",62,62,Ankle,F,2000/01,Florida
"Schneider, Mathieu",62,62,Groin,D,2000/01,Los Angeles
"Tocchet, Rick",62,62,Groin,F,2000/01,Philadelphia
"Šimíček, Roman",62,62,Knee,F,2000/01,Minnesota
"Bélanger, Éric",63,63,Back,F,2000/01,Los Angeles
"Classen, Greg",63,63,Concussion,F,2000/01,Nashville
"Dunham, Mike",63,63,Neck,G,2000/01,Nashville
"Eriksson, Anders",63,63,Knee,D,2000/01,Florida
"Gagné, Simon",63,63,Shoulder,F,2000/01,Philadelphia
"Kubina, Pavel",63,63,Knee,D,2000/01,Tampa Bay
"Lambert, Denny",63,63,Shoulder,F,2000/01,Atlanta
"Langdon, Darren",63,63,Groin,F,2000/01,Carolina
"Lapointe, Claude",63,63,Toe,F,2000/01,NY Islanders
"McKay, Randy",63,63,Tailbone,F,2000/01,New Jersey
"Murphy, Larry",63,63,Foot,D,2000/01,Detroit
"Pilon, Rich",63,63,Hamstring,D,2000/01,NY Rangers
"Rhodes, Damian",63,63,Groin,G,2000/01,Atlanta
"Saprykin, Oleg",63,63,Concussion,F,2000/01,Calgary
"Smith, Mark",63,63,Knee,F,2000/01,San Jose
"Strudwick, Jason",63,63,Knee,D,2000/01,Vancouver
"Varaďa, Václav",63,63,Concussion,F,2000/01,Buffalo
"Woolley, Jason",63,63,Leg,D,2000/01,Buffalo
"Fedorov, Sergei",64,64,Nose,F,2000/01,Detroit
"Hackett, Jeff",64,64,Hand,G,2000/01,Montreal
"Hurme, Jani",64,64,Knee,G,2000/01,Ottawa
"Johnson, Matt",64,64,Head,F,2000/01,Minnesota
"Kozlov, Vyacheslav",64,64,Back,F,2000/01,Detroit
"Maneluk, Mike",64,64,Back,F,2000/01,Columbus
"Poulin, Patrick",64,64,Foot,F,2000/01,Montreal
"Pronger, Chris",64,64,Arm,D,2000/01,St. Louis
"Sanderson, Geoff",64,64,Finger,F,2000/01,Columbus
"Thomas, Scott",64,64,Thigh,F,2000/01,Los Angeles
"Ulanov, Igor",64,64,Eye,D,2000/01,Edmonton
"Willis, Shane",64,64,Ankle,F,2000/01,Carolina
"Zettler, Rob",64,64,Shoulder,D,2000/01,Washington
"Billington, Craig",65,65,Hand,G,2000/01,Washington
"Clymer, Ben",65,65,Headache,D,2000/01,Tampa Bay
"Cooke, Matt",65,65,Knee,F,2000/01,Vancouver
"Dahlén, Ulf",65,65,Shoulder,F,2000/01,Washington
"Drulia, Stan",65,65,Back,F,2000/01,Tampa Bay
"Karpovtsev, Alexander",65,65,Knee,D,2000/01,Chicago
"Khristich, Dmitri",65,65,Foot,F,2000/01,Washington
"Lemieux, Mario",65,65,Back,F,2000/01,Pittsburgh
"Lumme, Jyrki",65,65,Shoulder,D,2000/01,Phoenix
"Nemchinov, Sergei",65,65,Knee,F,2000/01,New Jersey
"Nieuwendyk, Joe",65,65,Groin,F,2000/01,Dallas
"Selänne, Teemu",65,65,Knee,F,2000/01,Anaheim
"Simon, Chris",65,65,Shoulder,F,2000/01,Washington
"Tanabe, David",65,65,Hip,D,2000/01,Carolina
"Burke, Sean",66,66,Groin,G,2000/01,Phoenix
"Butenschön, Sven",66,66,Shoulder,D,2000/01,Pittsburgh
"Isbister, Brad",66,66,Knee,F,2000/01,NY Islanders
"McLennan, Jamie",66,66,Flu,G,2000/01,Minnesota
"Modin, Fredrik",66,66,Groin,F,2000/01,Tampa Bay
"Montgomery, Jim",66,66,Wrist,F,2000/01,San Jose
"Shvidki, Denis",66,66,Hip,F,2000/01,Florida
"Suter, Gary",66,66,Knee,D,2000/01,San Jose
"Ward, Lance",66,66,Back,D,2000/01,Florida
"Wesley, Glen",66,66,Jaw,D,2000/01,Carolina
"Worrell, Peter",66,66,Back,F,2000/01,Florida
"Adams, Craig",67,67,Wrist,F,2000/01,Carolina
"Adams, Greg",67,67,Sternum,F,2000/01,Florida
"Dahlén, Ulf",67,67,Neck,F,2000/01,Washington
"Deadmarsh, Adam",67,67,Hand,F,2000/01,Los Angeles
"Fernandez, Manny",67,67,Knee,G,2000/01,Minnesota
"Grand-Pierre, Jean-Luc",67,67,Knee,D,2000/01,Columbus
"Green, Travis",67,67,Knee,F,2000/01,Phoenix
"Kilger, Chad",67,67,Concussion,F,2000/01,Montreal
"Kučera, František",67,67,Wrist,D,2000/01,Columbus
"Langenbrunner, Jamie",67,67,Abdominal,F,2000/01,Dallas
"Lemieux, Claude",67,67,Ankle,F,2000/01,Phoenix
"Numminen, Teppo",67,67,Foot,D,2000/01,Phoenix
"Stümpel, Jozef",67,67,Ribs,F,2000/01,Los Angeles
"Cullimore, Jassen",68,68,Abdominal,D,2000/01,Tampa Bay
"Klee, Ken",68,68,Concussion,D,2000/01,Washington
"Langkow, Daymond",68,68,Foot,F,2000/01,Philadelphia
"Odelein, Lyle",68,68,Knee,D,2000/01,Columbus
"Shields, Steve",68,68,Shoulder,G,2000/01,Anaheim
"Ziegler, Thomas",68,68,Groin,F,2000/01,Tampa Bay
"Boulton, Eric",69,69,Groin,F,2000/01,Buffalo
"Johnson, Mike",69,69,Shoulder,F,2000/01,Phoenix
"Keefe, Sheldon",69,69,Shoulder,F,2000/01,Tampa Bay
"Khristich, Dmitri",69,69,Foot,F,2000/01,Washington
"Laukkanen, Janne",69,69,Knee,D,2000/01,Pittsburgh
"Quintal, Stéphane",69,69,Abdominal,D,2000/01,Chicago
"Smrek, Peter",69,69,Ribs,D,2000/01,NY Rangers
"Warriner, Todd",69,69,Knee,F,2000/01,Tampa Bay
"Desjardins, Éric",70,70,Concussion,D,2000/01,Philadelphia
"Leclerc, Mike",70,70,Abdominal,F,2000/01,Anaheim
"Lowry, Dave",70,70,Hip,F,2000/01,Calgary
"Manson, Dave",70,70,Elbow,D,2000/01,Toronto
"Sanderson, Geoff",70,70,Knee,F,2000/01,Columbus
"Tibbetts, Billy",70,70,Flu,F,2000/01,Pittsburgh
"Wilson, Landon",70,70,Calf,F,2000/01,Phoenix
"Šmehlík, Richard",70,70,Ribs,D,2000/01,Buffalo
"Demitra, Pavol",71,71,Hamstring,F,2000/01,St. Louis
"Gauthier, Denis",71,71,Shoulder,D,2000/01,Calgary
"Grand-Pierre, Jean-Luc",71,71,Knee,D,2000/01,Columbus
"Kharitonov, Alexander",71,71,Wrist,F,2000/01,Tampa Bay
"Kudroč, Kristián",71,71,Knee,D,2000/01,Tampa Bay
"Kuznetsov, Maxim",71,71,Groin,D,2000/01,Detroit
"McKee, Jay",71,71,Wrist,D,2000/01,Buffalo
"Numminen, Teppo",71,71,Hip,D,2000/01,Phoenix
"Ručinský, Martin",71,71,Leg,F,2000/01,Montreal
"Valicevic, Rob",71,71,Concussion,F,2000/01,Nashville
"DiMaio, Rob",72,72,Shoulder,F,2000/01,Carolina
